Restaurant_ID,Restaurant_Name,Cuisines,Price_for_One,Delivery_Time,Location,Rating,Delivery_review_number,,,
100211,Tasty Paradise,"Andhra, Chinese, Mughlai, North Indian, Seafood",125,38,Malleshwaram,4.1,1000,,,
100212,The Good Bowl,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",200,27,Shantinagar,4.2,100,,,
100213,Faasos - Wraps &amp; Rolls,"Kebabs, Fast Food, Snacks, North Indian, American, Healthy Food, Desserts, Beverages",100,28,Shantinagar,4.2,1000,,,
100214,FoodX Restaurant,"Indian, Chinese, Juices",100,26,Vasanth Nagar,4,50,,,
100215,Daily Sushi,"Japanese, Asian, Korean",400,32,Ashok Nagar,4.4,500,,,
100216,Bangalikhana,"Bengali, Mughlai, Sweets",175,43,Koramangala,4.2,10000,,,
100217,Biryani Blues,"Biryani, Kebabs, Lucknowi, Hyderabadi",200,19,Ashok Nagar,4.2,500,,,
100218,The Grand Hyderabad Biryani Restaurant,"Biryani, Haleem, Desserts",200,30,Frazer Town,4.2,100,,,
100219,Kamat Aahaar- Malleshwaram,"South Indian, Snacks, Beverages",125,37,Malleshwaram,4.1,100,,,
100220,Shrinidhi Military Hotel,South Indian,150,27,Basavanagudi,3.9,500,,,
100221,The Pastry House,Bakery,75,48,Shanti Nagar,4.1,1000,,,
100222,Singh Da Punjabi Dhaba,"Punjabi, Tandoor, Chinese",100,33,Koramangala,3.8,1000,,,
100223,Antarastriya,"Chinese, Tibetan, Mexican, Italian-American",100,32,Basavanagudi,3.5,100,,,
100224,Upahara Darshini KIMS Canteen,"South Indian, North Indian, Desserts, Chinese",200,31,Basavanagudi,3.9,100,,,
100225,Kanti Bakes And Flakes,Sweets,100,24,Ashok Nagar,4.4,100,,,
100226,Desi Vdesi,"North Indian, Indian",100,25,Shanti Nagar,4.3,5000,,,
100227,Nati Mane,"Biryani, Indian",150,34,Koramangala,3.9,50,,,
100228,Sonar Bangla,Bengali,150,54,Koramangala,4,1000,,,
100229,The Biryani Life,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, Desserts, Beverages",125,23,Shantinagar,3.9,100,,,
100230,New Ambur Biryani,Biryani,150,26,AUSTIN TOWN,4.1,20,,,
100231,Mini Punjabi Dhaba,Indian,150,26,Banashankari,4.3,1000,,,
100232,Go Naati,"Biryani, South Indian",150,33,Rajajinagar,4,500,,,
100233,Meat and Eat,Biryani,150,40,Indiranagar,4,10000,,,
100234,Yediyur Ramanna Military Hotel,"North Indian, Indian, South Indian, Snacks",250,36,Jayanagar,4.1,500,,,
100235,Kaippunnyam Restaurant,"Kerala, Seafood, South Indian, Buffalo meat, Chettinad",150,35,Ashok Nagar,4.1,500,,,
100236,Axomi - Taste of Assam,"Assamese, Indian, Beverages, Bengali, Thalis, Nepalese, North Eastern, Naga",125,53,Koramangala,4.2,500,,,
100237,Bob's Bar,"South Indian, Biryani, Desserts, Bakery",150,41,Koramangala,4.3,1000,,,
100238,Homely Hut,"North Indian, Snacks, Beverages, Punjabi, Indian",125,30,Tavarekere,4,100,,,
100239,Biggies Burger,"American, Fast Food, Beverages",150,22,Church Street,4.1,100,,,
100240,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",150,28,Ashok Nagar,4.2,100,,,
100241,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",125,26,Ashok Nagar,4.1,1000,,,
100242,Uttara Karnataka Foods,South Indian,100,36,Malleshwaram,4.4,100,,,
100243,Hotel Revoli Inn,"Indian, Chinese, Tandoor, South Indian",200,24,Shanti Nagar,4,1000,,,
100244,All Saints Bakery,"Bakery, Snacks, Desserts",100,24,Ashok Nagar,4.4,5000,,,
100245,"Art of Delight - Ice Creams, Sundaes and Desserts","Ice Cream, Desserts, Beverages",125,24,Ashok Nagar,4.5,10000,,,
100246,Gurukrupa Paratha House,"North Indian, Punjabi",125,36,Indiranagar,4,1000,,,
100247,Sai cafe veg,South Indian,125,31,Malleshwaram,4.2,1000,,,
100248,Sri Udupi Vaibhav,"South Indian, North Indian, Chinese",100,51,Indiranagar,4.3,1000,,,
100249,Mangalore Sea Palate,"Seafood, South Indian, Mangalorean",150,35,Jayanagar,4.2,100,,,
100250,Kunafa World,Middle Eastern,250,35,Frazer Town,4.5,1000,,,
100251,Aubree,"Desserts, Bakery",350,26,Shivajinagar,4.4,1000,,,
100252,BOX8 - Desi Meals,"North Indian, Biryani, Thalis, Home Food",125,22,Shanti Nagar,4.3,100,,,
100253,Elixir - Luxury Pearls Drink,"Beverages, Desserts, Ice Cream, Juices, Korean, Healthy Food",200,39,Koramangala,4.3,500,,,
100254,Shezan,"Mughlai, North Indian, Chinese, Continental",300,27,Vasanth Nagar,4.3,5000,,,
100255,Kadamba Foodline,South Indian,200,29,Halasuru,4.3,100,,,
100256,The Himalayan Momo Company,"Chinese, Tibetan, Snacks, Beverages, Asian",100,45,Indiranagar,4.3,1000,,,
100257,Basavanagudi Donne Biryani,Biryani,300,32,Basavanagudi,3.6,50,,,
100258,Sundae Everyday Ice Creams,"Beverages, Ice Cream, Desserts",75,28,Vasanth Nagar,3.4,100,,,
100259,Magic chef,"Chinese, Indian",100,29,Tavarekere,3.9,50,,,
100260,IGP Cakes,"Bakery, Desserts, Sweets",150,27,Koramangala,4.1,20,,,
100261,Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages",100,25,Cunningham Road,3.9,100,,,
100262,Neeta's Kitchen,"North Indian, Punjabi",175,36,Indiranagar,4.2,100,,,
100263,Sultan dum biryani,"Biryani, Desserts",150,44,Indiranagar,3.8,100,,,
100264,Kedia's Funfood,Street Food,100,36,Jayanagar,4.4,10000,,,
100265,Lassi and Juice,"Continental, Desserts, Juices, Ice Cream",75,30,Shivajinagar,4,1000,,,
100266,Starbucks Coffee,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",200,17,Lavelle Road,4.3,1000,,,
100267,XO Belgian Waffle,Desserts,125,39,Koramangala,4.3,10000,,,
100268,Sardarji Londonwaley,"Indian, North Indian, Punjabi, Chinese, Biryani",175,33,Koramangala,3.8,10000,,,
100269,LunchBox - Meals and Thalis,"Biryani, North Indian, Punjabi, Healthy Food, Desserts, Beverages",100,27,Shantinagar,4.1,1000,,,
100270,Wow! China,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",150,29,Church Street,3.8,500,,,
100271,Jain and Veg Cuisines,"Indian, Jain, Beverages, Chinese",150,32,Basavanagudi,4,100,,,
100272,Bathinda Junction,North Indian,125,41,Koramangala,4,10000,,,
100273,Kailash Parbat,"North Indian, Street Food",150,29,Commercial Street,4.1,500,,,
100274,Soul Rasa,"Indian, Healthy Food, Home Food, South Indian, North Indian",200,33,Shanti Nagar,4.4,500,,,
100275,Adiga's,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts",100,36,Majestic,3.9,10000,,,
100276,Salem Mess,Indian,100,25,Adugodi,3.8,100,,,
100277,Dhanraj ji Chole Bhature,"Fast Food, North Indian, Desserts, Punjabi, Street Food",75,30,Tavarekere,3.8,50,,,
100278,"Friendly Neighbourhood Pizza-Man, VV Puram",Pizzas,130,33,Basavanagudi,4.6,100,,,
100279,Savoury Seashell Restaurant,"Arabian, Indian, Chinese, Tandoor, Biryani, Seafood, Kerala",225,27,Bannerghatta Main Road,4,10000,,,
100280,Rahhams,"Biryani, Mughlai, North Indian, Kebabs, Chinese, Seafood, Beverages",350,39,Frazer Town,4.3,1000,,,
100281,Tadka Singh,"Punjabi, North Indian",150,25,Church Street,4.3,10000,,,
100282,Brahmins' Thatte Idli,South Indian,75,32,Malleshwaram,4.5,5000,,,
100283,Food Adda,"Burgers, Pizzas, Fast Food",250,36,Basavanagudi,3.6,100,,,
100284,Krispy Kreme,"Desserts, Beverages",85,19,Richmond Road,4.7,1000,,,
100285,Northwind Restaurant,"Mangalorean, South Indian, Biryani, North Indian",200,33,Malleshwaram,4.3,1000,,,
100286,Twiststick House,"Jain, North Indian, Continental, Italian, Beverages, Thai",150,33,Basavanagudi,4,1000,,,
100287,Ganesh Food Joint,South Indian,75,25,Frazer Town,4.2,1000,,,
100288,Udupi Grand,"Chinese, North Indian, South Indian",250,30,Basavanagudi,4.3,1000,,,
100289,Smoor,"Asian, Desserts, Italian, Thai, Ice Cream, Salads, Sushi, Beverages, Bakery, Cafe",225,30,Lavelle Road,4.5,100,,,
100290,Kerala Pavilion,"Kerala, Seafood",150,30,Indiranagar,4.1,10000,,,
100291,Goila Butter Chicken,"North Indian, Mughlai, Biryani, Indian",300,45,Koramangala,4,500,,,
100292,Halli Donne Biryani,South Indian,100,31,Koramangala,3.9,1000,,,
100293,Udta Punjab Cafe,North Indian,75,22,Shanti Nagar,3.8,100,,,
100294,Gulbarga Refreshments,"South Indian, North Indian, Beverages",100,33,Rajajinagar,3.7,100,,,
100295,Kibeey's restaurant,"Indian, Chinese",150,45,Indiranagar,3.9,50,,,
100296,Karavali Mane,"Chinese, North Indian, South Indian",150,29,Wilson Garden,4.1,100,,,
100297,BOSS Burger,"Burgers, American, Fast Food, Snacks",250,35,Lavelle Road,4,1000,,,
100298,New Agarwal Bhavan,"Sweets, Bakery, Snacks",75,33,Sadashiv Nagar,4.3,1000,,,
100299,Hakka Box,"Chinese, Thai, Pan-Asian",200,40,Indiranagar,4.2,100,,,
100300,Punjabi Nawabi,"Chinese, North Indian, Punjabi",175,33,Koramangala,3.8,5000,,,
100301,Gopaljee Cafe,"Indian, North Indian",175,27,Koramangala,4.3,1000,,,
100302,Hotel Prashanth,"Andhra, Chinese",250,30,Basavanagudi,3.9,20,,,
100303,Karachi Bakery,"Bakery, Pizzas, Chinese, Italian, American, Sweets, Desserts, Beverages",200,39,Indiranagar,4.4,1000,,,
100304,Nisarga Garden,"North Indian, South Indian, Chaat, Beverages",100,31,Basavanagudi,4.3,1000,,,
100305,Altaf's Chillies Restaurants,"North Indian, Chinese",125,34,Frazer Town,4.3,10000,,,
100306,The Brahmins Khanavali,South Indian,100,23,St Marks Road,4.4,1000,,,
100307,Gokul Veg,"North Indian, Jain, Indian, Beverages, Desserts",250,33,Basavanagudi,4.3,10000,,,
100308,Rolls On Wheels,Snacks,150,29,ST MARKS ROAD,4.2,10000,,,
100309,Karnataka Donne Biryani,"Indian, Biryani",150,44,Domlur,4,20,,,
100310,Chole Bhature Wale @ The Halwais,"North Indian, Fast Food, Snacks",100,43,Koramangala,3.7,20,,,
100311,Just Sandwich,Continental,100,33,Tavarekere,4,50,,,
100312,Lalbagh Grand - Unit of udupi foods,"Chinese, Jain, North Indian, South Indian",125,38,Basavanagudi,3.9,1000,,,
100313,The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",100,38,Vasanth Nagar,3.6,100,,,
100314,Bhagyalakshmi Butter Gulkand Stores,Desserts,100,39,Malleshwaram,4.7,20,,,
100315,Main Lassi Shop,"Beverages, Juices, Ice Cream, Pizzas, Desserts",125,28,Central Bangalore,3.8,1000,,,
100316,Dum Safar Biryani,"Biryani, Kebabs, Tandoor, Indian, Desserts",250,45,Rajajinagar,4.1,100,,,
100317,Naachiyar's,"Biryani, Chettinad",175,30,Ulsoor,4.1,1000,,,
100318,Veg Brooo chinese,"Chinese, North Indian, Snacks",150,33,Indiranagar,3.8,100,,,
100319,Mangalore Pearl,"Coastal, Seafood",275,33,Ulsoor,4.5,5000,,,
100320,No.10 Fort Cochin,"Seafood, Kerala, Biryani",200,28,St. Marks Road,4.3,5000,,,
100321,Chung Wah,Chinese,400,37,Ashok Nagar,4.3,5000,,,
100322,Richie Rich,"Desserts, Snacks, Chaat, Ice Cream",250,29,Race Course Road,4.3,10000,,,
100323,Pizza House,Pizzas,200,38,Shivaji Nagar,3.1,50,,,
100324,Umesh Refreshments UDP,"South Indian, Beverages",100,48,Indiranagar,4.4,1000,,,
100325,Food Junction,"Indian, Chinese, Biryani",200,38,BTM Layout,4.2,100,,,
100326,Kaapi Katte,"South Indian, Combo",100,31,Malleshwaram,4.3,100,,,
100327,Pailwan Pulao,"South Indian, Snacks, Indian, Beverages",125,29,Jayanagar,4.4,50,,,
100328,Cream Stone Ice Cream,"Ice Cream, Desserts, Beverages",200,34,Frazer Town,4.3,5000,,,
100329,Krishnam Veg,"South Indian, North Indian, Chinese, Indian, Desserts, Snacks",100,24,Shanti Nagar,4.1,100,,,
100330,Big Bang Pizza,"Pizzas, Pastas, Continental",150,37,Frazer Town,4.3,500,,,
100331,Cafe Arabica,"Bakery, Desserts",225,30,Frazer Town,3.7,20,,,
100332,Grameen Kulfi,"Ice Cream, Desserts",60,26,Frazer Town,4.8,100,,,
100333,Udupi Sri Krishna Bhavan,South Indian,100,32,Majestic,4.3,100,,,
100334,Cheesecake &amp; Co.,Bakery,125,28,Koramangala,4.5,500,,,
100335,Social,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages",250,30,MG Road,4.2,5000,,,
100336,Fiero! Pizzeria,"Pizzas, Italian, Pastas, Desserts, Beverages",200,39,Koramangala,4,5000,,,
100337,NOTO - Healthy Ice Cream,"Desserts, Ice Cream",125,21,Central Bangalore,4.6,100,,,
100338,Gopizza,"Pizzas, Desserts, Beverages",125,39,Magrath Road,4,20,,,
100339,Sattvam,"Chinese, South Indian, North Indian, Continental, Desserts, Italian",600,38,Sadashiv Nagar,4.2,1000,,,
100340,Sree Krishna Kafe,South Indian,69,31,Koramangala,4.5,10000,,,
100341,Priyadarshini Restaurant,"South Indian, Desserts, Fast Food",75,26,Majestic,4.5,5000,,,
100342,Yak Kitchen,"Tibetan, Sushi, Asian",250,28,Ashok Nagar,4.5,100,,,
100343,MOJO Pizza - 2X Toppings,"Pizzas, Italian, Fast Food, Desserts",125,29,Shantinagar,4.2,20,,,
100344,N R Donne Biriyani,"Biryani, South Indian",125,29,Jayanagar,4.1,1000,,,
100345,The Food Corner,"Chinese, North Indian",75,28,Vasanth Nagar,4.3,500,,,
100346,Chungs Chinese Corner - Cunningham Road,"Chinese, Snacks",225,28,Cunningham Road,4.4,1000,,,
100347,Louis Burger,"Burgers, Fast Food, Beverages",300,46,Indiranagar,4.2,1000,,,
100348,Bhojohori Manna,"Bengali, Mughlai",300,36,Koramangala,4.1,5000,,,
100349,Dil Punjabi,"North Indian, Punjabi, Thalis, Tandoor, Mughlai, Home Food, Barbecue, Beverages, Desserts, Healthy Food, Indian, Kebabs, Snacks, Street Food",150,32,Koramangala,3.7,100,,,
100350,The Baklava Company,"Desserts, Turkish, Arabian",175,47,Ashok Nagar,4.2,50,,,
100351,Maachiz,"Indian, Chinese, Tandoor",200,27,Shanti Nagar,4.8,20,,,
100352,Brown Burger Co Jayanagar,Beverages,100,40,Jayanagar,4.4,100,,,
100353,Kabab Palace,"Chinese, South Indian, North Indian, Andhra, Seafood, Punjabi, Hyderabadi",200,35,Rajajinagar,4.3,1000,,,
100354,Plan B,American,600,37,Ashok Nagar,4.2,1000,,,
100355,Baisakhi,"North Indian, Jain",200,36,Basavanagudi,3.9,5000,,,
100356,Falhari - A Fruitful Habit,"Salads, Juices, Beverages, Desserts",150,31,Tavarekere,4.2,1000,,,
100357,Chung Wah Express,Chinese,175,34,Ashok Nagar,4.3,100,,,
100358,Maharaja Military Canteen - Donne Biryani,"Biryani, South Indian, Kebabs",150,38,Vasanth Nagar,4.1,1000,,,
100359,Fresh Pressery Cafe,"Italian, Salads, Healthy Food, French",500,26,Lavelle Road,4.3,5000,,,
100360,Chinese Hot,"Chinese, Thai, North Indian",175,29,Vasanth Nagar,4.3,500,,,
100361,Green Onion Chinese-Residency Road,Chinese,300,28,Ashok Nagar,4.4,5000,,,
100362,The Srirangam Cafe,South Indian,150,45,Indiranagar,4.4,100,,,
100363,Fung's Chinese Xpress,"Chinese, Asian",125,54,Koramangala,3.8,50,,,
100364,Khan Saheb Grills and Rolls,"Tandoor, Mughlai, North Indian, Kebabs",150,40,Commercial Street,4.2,5000,,,
100365,The Salad Studio,"Healthy Food, Salads, Beverages",150,49,Indiranagar,4.4,1000,,,
100366,New Samrat Restaurant,"South Indian, North Indian, Snacks, Sweets",75,31,Seshadripuram,4.2,100,,,
100367,Sri Ranganatha Military Hotel,"South Indian, Biryani",120,32,Basavanagudi,4.2,500,,,
100368,Keventers - Milkshakes &amp; Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",100,39,Magrath Road,4.4,500,,,
100369,UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",150,37,Ashok Nagar,3.9,1000,,,
100370,Tapas Hideout,"North Indian, Snacks",150,43,Indiranagar,4,1000,,,
100371,Smoke House Deli,"Italian, Continental, Fast Food, Salads, Healthy Food, Pizzas, Desserts",400,32,Lavelle Road,4.5,10000,,,
100372,Simpli Namdhari's,"Chinese, European, Italian, North Indian, Salads, Pizzas, Juices, Beverages, Biryani, Bakery, Healthy Food",250,30,Brigade Road,3.9,100,,,
100373,Chinita Real Mexican Food,Mexican,500,54,Indiranagar,4.5,10000,,,
100374,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Desserts, Beverages",250,26,Shantinagar,4.2,500,,,
100375,Get Caked,"Bakery, Fast Food, Snacks",75,36,Basavanagudi,3.7,20,,,
100376,Bombay Kulfis,"South Indian, North Indian, Desserts, Andhra, Beverages, Hyderabadi",150,26,Shanti Nagar,4.6,50,,,
100377,Madno - House of Sundaes,"Desserts, Ice Cream, Beverages",125,33,Brigade Road,3.9,50,,,
100378,Boobacha,"Beverages, Bengali",150,44,Malleshwaram,4,50,,,
100379,Sweet Truth - Cake and Desserts,"Snacks, Bakery, Desserts, Beverages",225,25,Shantinagar,4.3,50,,,
100380,A1 Chips,"Snacks, Sweets",125,32,Indiranagar,4.5,500,,,
100381,Desserted,"Beverages, Snacks, Fast Food, Indian, Chinese, Italian",300,34,Vasanth Nagar,4.5,50,,,
100382,Marcopolo cafe Koramangala,"Continental, Asian, Pizzas, Biryani, Pastas",375,42,Koramangala,4.1,100,,,
100383,Hotel Raghavendra Prasanna,"Beverages, South Indian",100,47,City Market,4.8,100,,,
100384,Rooftop Cafe,"Continental, American, Desserts, Italian",60,41,Jayanagar,3.7,500,,,
100385,Luckhnow Street,"Kebabs, Biryani, Awadhi",125,28,Ashok Nagar,3.7,100,,,
100386,Biryani Khazana,Biryani,125,39,Indiranagar,3.9,1000,,,
100387,Pizza Town,Pizzas,200,53,Shivaji Nagar,3.4,20,,,
100388,Pai Vihar Grand,"Chinese, North Indian, South Indian",125,31,City Market,4,1000,,,
100389,Temple of the Senses,"Healthy Food, Beverages",350,26,MG Road,4.5,100,,,
100390,Nirula's,"Ice Cream, Desserts, Beverages",250,25,Vasanth Nagar,4.3,50,,,
100391,The Only Place,"Continental, Steakhouse, American, Italian, Beverages, Desserts",500,34,Church Street,4.4,10000,,,
100392,Chef Bakers Cakes &amp; Savouries,"Bakery, Beverages, Desserts",200,28,Koramangala,3.6,100,,,
100393,Sea Spice Multicuisine Restaurant,"Seafood, Chinese, Biryani",200,39,Malleshwaram,4.6,50,,,
100394,Paratha Envy,North Indian,125,54,Koramangala,4.4,1000,,,
100395,The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream, Healthy Food",100,34,Seshadripuram,4.5,100,,,
100396,Momo Rice Noodles,"Chinese, Thai",175,32,Ejipura,4.2,1000,,,
100397,Brik Oven,"Italian, Pizzas, Desserts, Beverages",350,34,Church Street,4.2,10000,,,
100398,Suryawanshi,"Maharashtrian, Seafood, Beverages, Desserts, Thalis",300,60,Domlur,4.1,10000,,,
100399,Oven Story Pizza,"Pizzas, Pastas, Italian, Desserts, Beverages",200,34,Shantinagar,4,500,,,
100400,Anupams Coast II Coast,"Mangalorean, Chinese, North Indian, Mughlai, Punjabi, Awadhi",600,29,Church Street,4.3,500,,,
100401,Big Chow,"Asian, Chinese, Thai",150,36,Indiranagar,3.9,1000,,,
100402,Tandoor Hut,Biryani,150,43,Koramangala,4.4,10000,,,
100403,Sendhoor Nataraaj Restaurant,"Snacks, Biryani",200,30,Halasuru,4.3,100,,,
100404,Paratha Wala,North Indian,100,30,Basavanagudi,4,20,,,
100405,The SnackStop(Eswaris Homemade snacks),"Snacks, Indian, Sweets, Bakery, North Indian, South Indian, Home Food",75,29,Indiranagar,4.4,1000,,,
100406,Srinivasa Brahmins Bakery,Street Food,75,27,Basavanagudi,4.5,1000,,,
100407,Baskin Robbins - Ice Cream Desserts,"Desserts, Ice Cream",125,28,MAGARATH ROAD,4.4,20,,,
100408,Gullu's Chaat,"Chaat, Snacks, Fast Food",125,31,Seshadripuram,4,10000,,,
100409,Swathi Grand,"South Indian, Chinese",100,37,Vasanth Nagar,3.8,100,,,
100410,Yauatcha,Chinese,900,36,Halasuru,4.6,1000,,,
100411,Karnataka state CO-OPERATIVE fisheries federation,"Seafood, Indian",100,30,Jayanagar,4,500,,,
100412,R R Fruit Juice Center,"Juices, Beverages",100,42,Malleshwaram,3.5,20,,,
100413,Subbudus The SnackStop ( Eswaris Homemade snacks ),"Sweets, Snacks, Indian",75,31,Indiranagar,4.3,100,,,
100414,Sweet Chariot Cafe,Desserts,250,17,Ashok Nagar,4.4,1000,,,
100415,SVI Food,North Indian,100,52,Halasuru,4.5,1000,,,
100416,Third Wave Coffee,"Beverages, Bakery, Continental",200,28,Ashok Nagar,4.2,500,,,
100417,Koriken,"Korean, Snacks",200,34,Frazer Town,4.2,100,,,
100418,Salt Mango Tree,"Kerala, South Indian, Seafood, Biryani, Indian",150,48,Indiranagar,4.3,10000,,,
100419,Great Indian Khichdi by EatFit,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, South Indian, Maharashtrian, Sweets",100,25,Vasanth Nagar,4.4,1000,,,
100420,Punjabi Unplugged,"North Indian, Chinese, Indian, Mughlai",150,33,Koramangala,3.8,1000,,,
100421,Habibi Falafel,"Middle Eastern, Lebanese, Mediterranean, Arabian",150,45,Indiranagar,4.4,5000,,,
100422,Virinchi Cafe,South Indian,125,19,Ashok Nagar,4.1,500,,,
100423,Mangaluru Seafood,"Mangalorean, Seafood",250,34,Jayanagar,4,10000,,,
100424,Shawarma on Wheels,"Arabian, Snacks, Fast Food",200,34,Central Bangalore,4.1,100,,,
100425,New Udupi Grand,"South Indian, North Indian, Chinese, Beverages",125,27,Adugodi,3.9,100,,,
